date,dailyCases,air_temp,dew_point,RH,Rt
2020-01-23,0,0.12638888888888888,-4.067569444444445,74.61350722071343,NA
2020-01-24,0,1.729861111111111,-0.4875,85.50900770615486,NA
2020-01-25,0,1.8493055555555555,0.4986111111111111,90.9052587551354,NA
2020-01-26,0,2.0381944444444446,-0.17500000000000002,85.57765902477965,NA
2020-01-27,0,1.4430555555555555,-1.4680555555555557,81.37389357717277,NA
2020-01-28,0,0.31180555555555556,-2.755109126984127,80.37500580105684,NA
2020-01-29,0,-0.6652777777777777,-5.229166666666667,71.79435653209953,NA
2020-01-30,0,-0.3458333333333333,-3.8555555555555556,77.54581608197412,NA
2020-01-31,0,0.21541666666666667,-3.2060416666666667,78.30619058053315,NA
2020-02-01,0,2.0180555555555557,-1.0444444444444445,80.52111654713957,NA
2020-02-02,0,4.4951388888888895,-0.10486111111111109,72.87605856015705,NA
2020-02-03,0,4.089583333333334,-0.7791666666666667,72.19425206222895,NA
2020-02-04,0,1.9854166666666666,-5.338888888888889,59.21446937423333,NA
2020-02-05,0,-3.6770833333333335,-12.00625,53.63357552697181,NA
2020-02-06,0,-2.9144642857142857,-9.15531746031746,63.13469656068264,NA
2020-02-07,0,-3.415138888888889,-6.5625,79.49635009830106,NA
2020-02-08,0,-3.002698412698413,-6.335367063492064,78.5538498094902,NA
2020-02-09,0,-1.2795138888888888,-5.451041666666667,74.2907288533343,NA
2020-02-10,0,-0.051736111111111115,-3.859375,76.15789179968459,NA
2020-02-11,0,-1.875,-6.070138888888889,73.66902498294108,NA
2020-02-12,0,-0.41041666666666665,-5.533333333333333,68.72291322789987,NA
2020-02-13,0,-4.246875,-7.959027777777778,76.12758846818355,NA
2020-02-14,0,-9.570277777777777,-13.501319444444444,73.80031002540024,NA
2020-02-15,0,-6.403819444444444,-10.99048611111111,70.37218580566403,NA
2020-02-16,0,-0.24965277777777775,-5.628819444444445,68.07638015400055,NA
2020-02-17,0,-3.8645833333333335,-9.628125,65.25635796369693,NA
2020-02-18,0,0.804861111111111,-2.7430555555555554,77.88360049079104,NA
2020-02-19,0,-4.854166666666667,-12.14375,57.14111394178913,NA
2020-02-20,0,-7.183333333333334,-14.064583333333333,58.39762786947458,NA
2020-02-21,0,-3.8555555555555556,-10.536805555555556,60.246484356963904,NA
2020-02-22,0,1.91875,-4.852083333333333,61.28355186825819,NA
2020-02-23,0,4.004166666666666,-1.26875,68.94739709290839,NA
2020-02-24,0,3.6625,-2.3041666666666667,66.59082251459873,NA
2020-02-25,0,2.8874999999999997,-3.9833333333333334,61.473978713830334,NA
2020-02-26,0,-0.44583333333333336,-8.485416666666667,55.351369438008646,NA
2020-02-27,0,-4.44625,-11.52576388888889,58.72433196744247,NA
