date,dailyCases,air_temp,dew_point,RH,Rt
2020-01-23,0,7.144965277777778,-1.036701388888889,60.918925568091005,NA
2020-01-24,0,12.226574074074074,9.652314814814815,86.29081315518181,NA
2020-01-25,0,6.4191666666666665,1.33,72.94576955296284,NA
2020-01-26,0,6.801111111111111,1.9522222222222223,73.56140314653243,NA
2020-01-27,0,9.496428571428572,7.4438822751322755,87.39998198882844,NA
2020-01-28,0,6.544414682539682,1.7552579365079366,78.68411425561924,NA
2020-01-29,0,5.881597222222222,3.354513888888889,84.5699123418868,NA
2020-01-30,0,7.768983134920635,4.03765376984127,80.79493314069282,NA
2020-01-31,0,7.4325,5.445069444444444,87.52953746831156,NA
2020-02-01,0,7.532847222222222,5.603125,87.88745716459407,NA
2020-02-02,0,7.353928571428572,1.7317724867724869,75.16301897475623,NA
2020-02-03,0,10.19212962962963,3.5634259259259258,70.72270389558274,NA
2020-02-04,0,14.553611111111111,10.08611111111111,76.58307720890066,NA
2020-02-05,0,18.329847883597886,16.244214616402118,88.1324253321973,NA
2020-02-06,0,19.731282016594516,18.2185340007215,91.23131676084401,NA
2020-02-07,0,8.130973124098125,3.6935613576238575,75.12664846951277,NA
2020-02-08,0,3.8598726851851852,2.569310515873016,91.52589251068915,NA
2020-02-09,0,7.161492604617605,2.811300505050505,79.74499802617315,NA
2020-02-10,0,12.034027777777778,8.366666666666667,79.76233036951143,NA
2020-02-11,0,21.384642857142858,17.84986111111111,81.62777061570306,NA
2020-02-12,0,19.25923611111111,16.483958333333334,85.21213135082641,NA
2020-02-13,0,19.54420138888889,16.5028125,83.04941696444004,NA
2020-02-14,0,9.333333333333334,-0.0989583333333333,55.89502989996814,NA
2020-02-15,0,6.629166666666666,-2.0791666666666666,59.251708294296854,NA
2020-02-16,0,7.564166666666667,5.587361111111111,87.54835005582706,NA
2020-02-17,0,11.755644841269842,10.039494047619048,89.50587577133875,NA
2020-02-18,0,16.226750992063494,15.044925595238094,92.88296924758716,NA
2020-02-19,0,17.22156862745098,15.892745098039216,92.00158827841462,NA
2020-02-20,0,10.658467261904761,9.02545138888889,89.84718773669435,NA
2020-02-21,0,6.521388888888889,1.8858333333333333,73.66461484203157,NA
2020-02-22,0,2.940400604686319,-2.6685185185185185,74.12926871611954,NA
2020-02-23,0,5.391281866281866,-1.26126443001443,69.78543405461404,NA
2020-02-24,0,11.249583333333334,8.3341666666666665,82.7538397070667,NA
2020-02-25,0,17.294573412698412,14.994976851851852,87.23651501581358,NA
2020-02-26,0,11.763541666666667,9.012222222222222,84.63207979778309,NA
2020-02-27,0,6.820833333333334,-2.8791666666666664,52.497067774253225,NA
2020-02-28,0,5.143055555555556,-3.0097222222222224,63.2912926628969,NA
2020-02-29,0,8.310416666666667,-1.0254166666666666,57.40979296156341,NA
2020-03-01,0,8.4375,0.15,63.19469284501181,NA
2020-03-02,0,11.791666666666666,7.83804347826087,77.39328763417898,NA
2020-03-03,0,18.7928373015873,17.031338985088986,89.67990427147947,NA
2020-03-04,0,15.18060515873016,14.466493055555556,95.61108510123047,NA
2020-03-05,0,12.870213293650794,11.237622354497354,89.98643064127438,NA
2020-03-06,0,12.223611111111111,4.23485119047619,65.72873927964709,NA
2020-03-07,0,8.920833333333333,-2.5875,46.510740235028976,NA
2020-03-08,0,9.017261904761904,1.2053571428571428,65.75670261782516,NA
2020-03-09,0,12.337800925925926,6.412314814814815,72.02721389664785,NA
2020-03-10,0,15.376215277777778,11.233854166666667,77.61387354112182,NA
2020-03-11,0,16.36625,13.637569444444445,85.53452345520489,NA
2020-03-12,0,18.717642195767194,14.943614417989417,81.36933887450367,NA
2020-03-13,0,20.868333333333332,15.620000000000001,73.48626835483117,NA
2020-03-14,0,20.612132936507937,14.6796875,74.36648659387362,NA
2020-03-15,0,20.200972222222223,14.273125,71.80852070099898,NA
2020-03-16,0,20.33412037037037,15.652916666666666,75.20871429276495,NA
2020-03-17,0,19.712463768115942,15.818523119392685,79.33970722767307,NA
2020-03-18,0,19.83861111111111,15.954895833333333,81.67563731543244,NA
2020-03-19,0,20.51359126984127,15.294494047619049,76.03148399914598,NA
2020-03-20,0,21.955555555555556,16.569791666666667,73.78222353994624,NA
2020-03-21,0,20.824166666666667,16.174027777777777,75.84141686663729,NA
2020-03-22,0,15.631934523809523,12.090277777777779,80.36650271527662,NA
2020-03-23,0,19.07331349206349,16.894320436507936,87.74376429148063,NA
2020-03-24,0,22.185041407867494,18.493969979296065,82.01602382343059,NA
2020-03-25,1,23.608861283643893,17.10431331953071,68.76963064162896,NA
2020-03-26,0,18.690434782608698,12.54144927536232,72.72785883070316,NA
2020-03-27,0,20.164920634920634,16.304161706349205,80.60476270363469,NA
2020-03-28,0,23.286203703703706,18.11150462962963,75.19685029236528,NA
2020-03-29,0,24.051739130434783,18.910797101449276,74.28280194007704,NA
2020-03-30,0,19.3536231884058,10.818840579710145,62.89282499691673,NA
2020-03-31,0,16.723541666666666,13.07986111111111,80.07729824272893,NA
2020-04-01,0,12.83125,4.616666666666666,60.71053647755749,NA
2020-04-02,1,12.345833333333333,4.579166666666667,63.93073966429811,0.9590902667589886
2020-04-03,2,14.048154761904762,7.002093253968254,70.25867876998038,0.9590579555611811
2020-04-04,0,17.856521739130436,10.553623188405798,68.61868233959606,0.959408176625232
2020-04-05,4,19.56458333333333,13.752777777777778,71.72121428948759,0.9601437173367634
2020-04-06,2,19.242832341269843,13.782018849206349,75.69711099885981,0.9612673607454432
2020-04-07,2,19.87875,16.284583333333334,81.0291738990804,0.9627830519762343
2020-04-08,2,21.964375,19.495486111111113,86.76712812517209,0.9646967720080006
2020-04-09,0,21.719444444444445,17.708194444444445,80.87657438384383,0.9670169849859536
2020-04-10,6,16.619722222222222,5.4568055555555555,53.943866113340064,0.9697545960231482
2020-04-11,2,11.773913043478261,3.1,63.132686243546175,0.9729224292187489
2020-04-12,2,15.68827122153209,12.552722567287784,82.59964525345933,0.9765342890567033
2020-04-13,3,23.207756410256412,16.183621794871794,66.57581591870496,0.9806036944991339
2020-04-14,3,17.401736111111113,12.935069444444444,77.15248842191714,0.9851423801571747
2020-04-15,0,14.246527777777779,3.2256944444444446,50.9781270849178,0.9901586562589539
2020-04-16,2,12.369565217391305,1.8369565217391304,57.107933303300996,0.9956557199353501
2020-04-17,3,14.54375,7.403125,68.32616855373966,1.001630017967945
2020-04-18,6,19.39201388888889,13.682569444444445,73.32783563111721,1.0080697714295437
2020-04-19,2,13.504610088985089,11.466441197691198,87.92313810858886,1.0149537783067653
2020-04-20,5,18.86694279100529,15.01410548941799,80.58089052650926,1.0222506054191025
2020-04-21,0,17.0925,11.082142857142857,73.31328143732094,1.0299182635014623
2020-04-22,4,15.5078125,9.28920138888889,71.87289604343616,1.0379044298843971
2020-04-23,2,15.539558080808082,13.097768308080807,86.05466056207071,1.0461472436604338
2020-04-24,-1,19.395416666666666,15.462777777777777,79.96215383858564,1.0545766506183802
2020-04-25,0,19.65409226190476,13.562508267195767,73.15353447074496,1.0631162222918118
2020-04-26,0,18.9,8.508333333333333,54.260726482944236,1.071685320086202
2020-04-27,0,15.7375,5.0375,53.56253816903856,1.0802014298072247
2020-04-28,2,17.677083333333332,8.629166666666666,64.70126770518314,1.0885824650750033
2020-04-29,0,17.893174603174604,14.598779761904762,81.8271094472647,1.0967488414650457
2020-04-30,2,17.050537367724868,12.485667989417989,76.77563070565138,1.1046251642774918
2020-05-01,3,15.335227272727273,8.231060606060606,69.73889334522256,1.112141450825114
2020-05-02,0,17.622876984126986,9.812242063492064,67.95034672496872,1.1192339112855874
2020-05-03,1,19.750833333333333,12.315833333333334,68.75203601106566,1.1258454183702231
2020-05-04,2,21.6575,16.105,73.43496265007019,1.1319258773456138
2020-05-05,0,22.014583333333334,16.884027777777778,76.04815283741225,1.1374327379091822
2020-05-06,3,21.816666666666666,11.246527777777777,56.3578570099109,1.14233185150186
2020-05-07,3,14.852380952380953,3.638095238095238,51.32621275515795,1.146598771633843
2020-05-08,4,14.967083333333333,8.540555555555555,69.84588133105511,1.1502204394846625
2020-05-09,4,16.395099206349208,6.332063492063492,54.76498269561245,1.1531970277509702
2020-05-10,2,13.638095238095238,6.271428571428571,67.68990969452933,1.155543576805554
2020-05-11,2,15.126388888888888,5.290277777777778,59.69469047354918,1.1572909906518098
2020-05-12,2,14.305882352941177,6.052941176470588,64.44935358289642,1.1584859927823352
2020-05-13,5,18.770833333333332,11.089583333333334,66.84483426035439,1.1591897756342864
2020-05-14,3,21.273611111111112,14.113888888888889,68.75863658943378,1.1594752853539436
2020-05-15,5,21.351388888888888,15.011111111111111,69.86124825590274,1.1594233175064543
2020-05-16,4,22.175595238095237,15.089087301587302,70.06359675554125,1.1591178032094027
2020-05-17,0,22.25347222222222,17.668055555555554,77.9628861011035,1.1586407930953189
2020-05-18,5,21.266269841269843,19.369930555555555,89.55702802259458,1.1580676763304034
2020-05-19,4,23.05124007936508,17.39811507936508,73.49261887344825,1.1574631091438943
2020-05-20,7,20.34111111111111,16.523333333333333,79.86226008261497,1.1568779990562033
2020-05-21,2,19.742013888888888,14.596180555555556,73.5184992620341,1.1563477336288939
2020-05-22,2,22.944900793650795,20.058829365079365,85.03744484735371,1.1558916893058224
2020-05-23,5,23.138761574074074,18.62979332010582,78.32231509367777,1.155513928899794
2020-05-24,3,24.855072463768117,19.724275362318842,75.16927819751675,1.155204904800711
2020-05-25,9,23.819097222222222,19.12048611111111,77.33051386850298,1.1549439284993783
2020-05-26,7,23.354050925925925,19.93735119047619,81.43054030939068,1.1547021400803488
2020-05-27,4,23.472604166666667,20.22652777777778,82.40522331217849,1.1544457078919221
2020-05-28,11,25.31465281095716,21.29699076286033,80.7076942806035,1.1541390043857416
2020-05-29,3,25.093055555555555,20.661631944444444,78.37913631590644,1.1537475368868206
2020-05-30,5,25.025793650793652,19.72564484126984,76.12761346374563,1.1532404602696638
2020-05-31,4,23.80217391304348,16.14782608695652,67.65999858475688,1.152592559371486
2020-06-01,4,23.772916666666667,16.95277777777778,68.16660734398255,1.1517856567129199
2020-06-02,2,24.566666666666666,17.320833333333333,66.4913147225028,1.1508094665047794
2020-06-03,0,24.293849206349208,19.113988095238096,75.36314697994457,1.1496619675759894
2020-06-04,4,25.577536231884057,20.265942028985506,73.74868340677752,1.1483493951311317
2020-06-05,6,24.969494047619047,20.38973214285714,78.10821096848701,1.146885948168904
2020-06-06,6,24.23402777777778,21.087083333333332,83.97245282436742,1.1452932778592395
2020-06-07,5,25.60422077922078,21.108396464646464,76.90830388320039,1.143599772813077
2020-06-08,14,27.37470238095238,22.79012400793651,77.47752563531874,1.1418396069988563
2020-06-09,9,25.790775462962962,22.31107638888889,81.85705639378656,1.1400514833844337
2020-06-10,15,25.85249007936508,22.818085317460316,84.34102188136922,1.138277004803313
2020-06-11,14,25.814583333333335,20.278472222222224,74.6383815827593,1.1365586372621084
2020-06-12,15,24.852083333333333,17.289583333333333,66.62109322305626,1.1349372932657162
2020-06-13,14,25.86284722222222,17.54895833333333,64.63186379434151,1.1334496384355337
2020-06-14,4,23.432291666666668,16.09513888888889,67.30855515211309,1.1321252947047957
2020-06-15,15,23.333333333333332,15.879166666666666,66.75784569193817,1.1309841606437785
2020-06-16,3,21.778819444444444,14.542361111111111,64.70342614640552,1.1300340834290636
2020-06-17,12,20.352222222222224,14.194166666666666,70.28479851656186,1.129269095555511
2020-06-18,14,23.90736111111111,17.77777777777778,71.65957314087903,1.1286683783408613
2020-06-19,19,25.947222222222223,18.78611111111111,68.69522346833348,1.1281960445084886
2020-06-20,3,25.770972222222223,18.419583333333332,68.26924440726015,1.1278017563749254
2020-06-21,9,26.105694444444445,19.83875,71.91644772810751,1.1274221259907613
2020-06-22,8,24.3828373015873,20.953860028860028,82.29073814821491,1.1269827875595761
2020-06-23,12,25.961944444444445,21.064652777777777,76.41737014536318,1.1264009954799459
2020-06-24,13,24.45171085858586,20.78030303030303,81.7753788286287,1.1255885847740479
2020-06-25,16,24.27126984126984,21.59218253968254,85.73008772598556,1.1244551328081311
2020-06-26,2,25.036284722222224,20.98142361111111,80.04036399358287,1.1229111779381
2020-06-27,6,26.429166666666667,22,78.13988194754016,1.1208713760383457
2020-06-28,7,27.735694444444444,22.9125,76.82474931180707,1.1182575027916584
2020-06-29,30,25.488020833333334,21.605671296296297,80.88697835099758,1.1150012313528022
2020-06-30,17,26.53263888888889,23.066319444444446,82.72002387697705,1.1110466265474574
2020-07-01,15,24.1071875,21.65549107142857,86.80860866174292,1.1063522964021633
2020-07-02,19,25.573333333333334,21.83395833333333,80.92669042851932,1.1008931319178474
2020-07-03,16,26.452430555555555,22.127083333333335,78.78720716628732,1.0946615528565193
2020-07-04,26,26.580833333333334,21.035,74.28872158913943,1.0876681694825086
2020-07-05,7,27.195962732919256,21.578778467908904,74.18466410099562,1.0799417760858547
2020-07-06,13,25.56078869047619,22.48782242063492,83.40720139101633,1.0715286172147451
2020-07-07,3,25.98003472222222,23.378252314814816,86.14596172492612,1.0624909123809827
2020-07-08,21,26.10743716931217,23.41686507936508,85.79092094999852,1.0529046844482723
2020-07-09,68,27.079166666666666,22.715763888888887,78.60568855080791,1.0428570012113687
2020-07-10,8,28.26423611111111,23.60763888888889,78.02670872456164,1.0324427969126277
2020-07-11,10,28.08125,21.120833333333334,70.01822296232551,1.0217614797009205
2020-07-12,11,25.281944444444445,19.741666666666667,74.91952749725112,1.0109135452128497
2020-07-13,27,25.29895833333333,21.350069444444443,80.84672398416458,0.9999974039072637
2020-07-14,21,28.01625,22.407916666666665,74.70954173374736,0.9891065943873496
2020-07-15,27,27.786805555555556,22.991666666666667,77.14087373868189,0.9783275046837586
2020-07-16,50,26.39683531746032,21.953814484126983,79.47347636291124,0.9677376681233996
2020-07-17,46,27.970833333333335,21.861805555555556,72.72606189844028,0.9574046490688731
2020-07-18,28,27.878194444444446,22.50125,75.51704478256363,0.9473854929654035
2020-07-19,24,28.50604166666667,22.36375,73.29512658480245,0.9377266876940208
2020-07-20,27,28.745833333333334,22.664583333333333,73.1991326562496,0.9284645686999805
2020-07-21,14,27.856521739130436,21.808695652173913,72.62921801349165,0.9196260958240344
2020-07-22,15,28.25486111111111,21.530555555555555,70.16026536366303,0.9112299312621985
2020-07-23,26,25.910416666666666,21.579940476190476,78.6263552679209,0.9032877519011777
2020-07-24,15,25.368115942028986,21.965942028985506,82.64457969581184,0.895805732717094
