date,dailyCases,air_temp,dew_point,RH
2020-01-23,0,3.145208333333333,1.8979861111111112,92.20796941467727
2020-01-24,0,0.16111111111111112,-1.7508333333333335,87.30114834505065
2020-01-25,0,1.2291666666666667,-1.7062499999999998,82.48536910673462
2020-01-26,0,4.720833333333333,0.7791666666666667,78.80109308971579
2020-01-27,0,5.608333333333333,1.1375,74.32228868315921
2020-01-28,0,0.3898611111111111,-1.0677777777777777,90.22677671752476
2020-01-29,0,-0.07416666666666671,-1.685138888888889,89.39648601754264
2020-01-30,0,-0.7553075396825396,-2.0955853174603174,91.05664280001643
2020-01-31,0,2.576388888888889,-1.5430555555555556,77.28913257788079
2020-02-01,0,4.1625,-2.9250000000000003,63.05583051006518
2020-02-02,0,12.120833333333334,0.5833333333333334,50.565342053146416
2020-02-03,0,10.429166666666667,0.9083333333333333,54.44475304935721
2020-02-04,0,-0.9770833333333333,-4.239583333333333,78.88612286778668
2020-02-05,0,-2.375,-8.07013888888889,65.42830891438219
2020-02-06,0,-2.3354166666666667,-7.720833333333333,70.14764179031242
2020-02-07,0,1.617391304347826,-4.586956521739131,64.85915153535082
2020-02-08,0,1.45,-4.425,68.23409166690749
2020-02-09,0,8.095138888888888,0.7166666666666667,60.346778066546726
2020-02-10,0,0.41666666666666674,-5.6875,66.57539451691619
2020-02-11,0,3.0875,-6.025,52.9495670626102
2020-02-12,0,0.6858333333333333,-3.0723611111111113,78.71759992629515
2020-02-13,0,-8.484375,-13.68125,67.07024513352476
2020-02-14,0,-8.8,-14.941666666666666,62.47933324960671
2020-02-15,0,3.0041666666666664,-1.5854166666666667,72.50099171892562
2020-02-16,0,3.401388888888889,0.40208333333333335,82.96735363206197
2020-02-17,0,9.234166666666667,4.678125,77.64670054683774
2020-02-18,0,4.204166666666667,-3.220833333333333,60.46281326497715
2020-02-19,0,0.3708333333333333,-6.216666666666667,63.817838693279015
2020-02-20,0,-2.4701388888888887,-6.2972222222222225,76.68202883385932
2020-02-21,0,-3.3875,-8.633333333333333,70.08527785706099
2020-02-22,0,4.983333333333333,-4.033333333333333,52.931583184286346
2020-02-23,0,8.641319444444445,3.853125,73.56867781791331
2020-02-24,0,7.275,5.645138888888889,89.92298031891704
2020-02-25,0,2.397222222222222,0.8625,89.90473000124885
2020-02-26,0,0.09305555555555553,-5.060069444444444,70.35498105157656
2020-02-27,0,2.0791666666666666,-5.7875000000000005,57.63316586888057
2020-02-28,0,5.89375,-1.413888888888889,65.97989350336502
2020-02-29,0,9.075,-2.2375,50.71591631376664
2020-03-01,0,13.483333333333333,2.4875,48.708774940516335
2020-03-02,0,7.25,-0.6541666666666667,59.3481154630984
2020-03-03,0,8.1375,-2.4916666666666667,53.908126628203966
2020-03-04,0,9.675,-2.1791666666666667,46.426708056534636
2020-03-05,0,9.558333333333334,-4.304166666666666,41.30226659117091
2020-03-06,0,5.327272727272727,-7.2727272727272725,43.06579241471466
2020-03-07,0,10.808333333333334,-6.054166666666666,32.3201069286463
2020-03-08,0,12.191666666666666,1.7729166666666667,50.89679651829825
2020-03-09,0,10.322222222222223,9.125694444444445,92.40094614050321
2020-03-10,0,5.091875,2.679236111111111,86.15720558078645
2020-03-11,0,13.061458333333333,7.310416666666667,72.16194896508033
2020-03-12,0,14.65,8.204166666666667,66.3529315631749
2020-03-13,0,6.975,-1.0333333333333334,58.00030398175476
2020-03-14,1,3.4854166666666666,1.2614583333333333,85.90640603442722
2020-03-15,0,2.776388888888889,1.0363194444444443,88.69304968269219
2020-03-16,0,4.957986111111111,4.036111111111111,93.98158388429191
2020-03-17,0,7.261111111111111,5.279861111111111,87.88009084113112
2020-03-18,0,12.366666666666667,10.828194444444444,90.9514857951203
2020-03-19,1,18.460625,13.375208333333333,76.91909018923151
2020-03-20,0,5.7861111111111105,-2.513888888888889,59.44308743761706
2020-03-21,0,1.4333333333333333,-6.566666666666666,58.33866389451087
2020-03-22,1,5.983472222222223,3.9540972222222224,88.14267130689025
2020-03-23,0,8.485069444444445,6.4870833333333335,88.77477910291232
2020-03-24,0,12.080208333333333,9.643333333333333,85.50384668145605
2020-03-25,0,14.286319444444445,9.705625,78.52843486440509
2020-03-26,0,15.847777777777777,9.615625,68.31248756479967
2020-03-27,0,13.44375,11.030416666666666,86.29865580224352
2020-03-28,0,14.596527777777778,8.038541666666667,68.29836042388997
2020-03-29,0,12.058333333333334,1.0291666666666666,51.89653157773294
2020-03-30,0,12.333333333333332,3.0625,55.76519447703435
2020-03-31,0,11.991666666666667,7.584722222222222,77.95150590899257
2020-04-01,2,14.466666666666667,6.558333333333334,62.43980481418028
2020-04-02,2,16.176388888888887,9.003472222222221,62.95439829765472
2020-04-03,0,0.5875000000000001,-3.252083333333333,77.60240890404101
2020-04-04,1,1.6291666666666667,-2.427083333333333,75.70541848229108
