date,dailyCases,air_temp,dew_point,RH
2020-01-23,0,8.551388888888889,2.5708333333333333,67.79946342641719
2020-01-24,0,12.753402777777778,5.867083333333333,70.02573065416671
2020-01-25,0,7.920833333333333,1.1333333333333333,67.55923492983676
2020-01-26,0,7.933333333333334,5.902083333333334,87.39194286154611
2020-01-27,0,10.952777777777778,9.08625,88.7396064075784
2020-01-28,0,7.616319444444445,4.693263888888889,85.04356200337105
2020-01-29,0,9.791666666666666,8.21076388888889,90.0598180412982
2020-01-30,0,9.29988425925926,5.961435185185185,82.52246971260526
2020-01-31,0,10.860416666666667,8.085416666666667,83.8286767408036
2020-02-01,0,10.58125,4.8625,70.06185659442694
2020-02-02,0,9.495833333333334,2.0166666666666666,67.15915905311272
2020-02-03,0,13.5625,7.41875,69.83584424849543
2020-02-04,0,17.713194444444444,14.686805555555555,82.8552367542861
2020-02-05,0,20.248412698412697,18.81815476190476,91.5755654891575
2020-02-06,0,14.241111111111111,12.245238095238095,87.89491371122462
2020-02-07,0,5.95625,-1.0145833333333334,64.62158476315653
2020-02-08,0,11.016666666666667,5.420138888888889,70.37976994420164
2020-02-09,0,13.844444444444445,8.8875,75.40339887124416
2020-02-10,0,19.541944444444443,16.001666666666665,80.53454780923501
2020-02-11,0,21.495833333333334,18.35,82.90114216727098
2020-02-12,0,18.214583333333334,15.959027777777777,87.19970689333621
2020-02-13,0,15.738888888888889,12.459027777777777,81.3048708033089
2020-02-14,0,7.916666666666667,0.36458333333333337,61.69342578637736
2020-02-15,0,7.595833333333333,-1.6,59.263886011151655
2020-02-16,0,11.349027777777778,7.490486111111111,79.76052024522146
2020-02-17,0,14.093472222222221,12.551805555555555,91.04684701433251
2020-02-18,0,20.033333333333335,18.195833333333333,89.78335520394934
2020-02-19,0,16.413660714285715,15.276636904761904,93.0655095473695
2020-02-20,0,10.560833333333333,9.311736111111111,92.09321327436282
2020-02-21,0,6.133333333333333,-0.6458333333333333,64.75712344886179
2020-02-22,0,5.504166666666666,-1.625,65.14697755271317
2020-02-23,0,8.876666666666667,4.340625,75.92917702402288
2020-02-24,0,15.483333333333334,11.795833333333334,79.07748705001723
2020-02-25,0,16.714880952380952,13.303968253968254,81.75676776507495
2020-02-26,0,10.198611111111111,7.558333333333334,84.41442314322833
2020-02-27,0,6.820833333333334,-2.2416666666666667,54.383432018166566
2020-02-28,0,7.3375,-1.65,61.011938714048554
2020-02-29,0,10.247916666666667,-1.0729166666666667,53.580920097136996
2020-03-01,0,12.283333333333333,4.789583333333333,64.42651987794511
2020-03-02,0,18.847916666666666,12.9875,69.59418649923572
2020-03-03,0,21.669444444444444,17.711111111111112,78.76804566478239
2020-03-04,0,17.911041666666666,16.278819444444444,90.29242123785137
2020-03-05,0,13.459722222222222,10.682638888888889,84.15129350090847
2020-03-06,0,12.754166666666666,2.175,56.45567431190285
2020-03-07,0,10.595833333333333,-1.5625,47.94276480149708
2020-03-08,0,12.6625,5.308333333333334,63.63575690482515
2020-03-09,0,14.947222222222223,10.306944444444445,76.19797662295872
2020-03-10,0,18.225833333333334,15.523472222222223,84.73378688837536
