date,dailyCases,air_temp,dew_point,RH
2020-01-23,0,5.166666666666667,-4.425,54.93697698263761
2020-01-24,0,7.436111111111111,4.8,84.90585219324072
2020-01-25,0,5.166666666666667,0.25,71.26121741284273
2020-01-26,0,2.176388888888889,-0.46388888888888885,83.97936505621543
2020-01-27,0,7.254166666666666,5.3875,89.20565238439377
2020-01-28,0,4.35,0.4270833333333333,81.07458789627906
2020-01-29,0,6.023611111111111,2.5458333333333334,80.1140756900976
2020-01-30,0,6.8619047619047615,3.384126984126984,81.27033608390106
2020-01-31,0,6.25,2.6916666666666664,78.85310897268323
2020-02-01,0,6.648611111111111,3.515277777777778,81.03839560757059
2020-02-02,0,6.255072463768116,0.4449275362318841,72.97863153403904
2020-02-03,0,8.623611111111112,2.5125,73.03582745025211
2020-02-04,0,15.7625,10.70138888888889,74.85475314288742
2020-02-05,0,17.9,16.14027777777778,89.77852626509251
2020-02-06,0,14.098611111111111,13.283333333333333,94.96347677934772
2020-02-07,0,3.0902777777777777,0.013888888888888923,81.06626155889685
2020-02-08,0,1.4013888888888888,-0.8361111111111111,87.33074238987967
2020-02-09,0,3.1861111111111113,0.6694444444444445,85.94236094189398
2020-02-10,0,9.04861111111111,5.706944444444445,81.36786708523735
2020-02-11,0,14.411111111111111,13.234722222222222,92.85483499557415
2020-02-12,0,11.061111111111112,9.747222222222222,91.82552394565957
2020-02-13,0,12.88888888888889,11.031944444444445,88.79237364414135
2020-02-14,0,2.423611111111111,-3.4444444444444446,67.77414633052162
2020-02-15,0,1.775,-5.169444444444444,65.52829856988417
2020-02-16,0,8.194444444444445,1.6819444444444445,64.75393060434688
2020-02-17,0,6.523611111111111,4.926388888888889,90.27748794744436
2020-02-18,0,12.568055555555556,11.722222222222221,94.68871080150053
2020-02-19,0,10.155555555555555,7.354166666666667,83.57582491370289
2020-02-20,0,6.041666666666667,3.1569444444444446,82.91661422362391
2020-02-21,0,1.8958333333333333,-4.775,65.42361538112499
2020-02-22,0,1.5236111111111112,-4.945833333333334,68.5783564937727
2020-02-23,0,3.8402777777777777,-0.9805555555555556,74.98212060751779
2020-02-24,0,7.315277777777777,5.148611111111111,86.83460028151626
2020-02-25,0,11.4,8.927777777777777,86.01474183292231
2020-02-26,0,6.395833333333333,5.073913043478261,90.89420108635665
2020-02-27,0,2.7416666666666667,-4.820833333333334,58.9334118015753
2020-02-28,0,2.248611111111111,-2.425,73.9369755163186
2020-02-29,0,4.1753623188405795,-2.3753623188405797,69.75978389754901
2020-03-01,0,6.836842105263158,-1.9649122807017543,60.86387877175636
2020-03-02,0,11.277777777777777,7.111111111111112,77.97249359186664
2020-03-03,0,16.195833333333333,13.702777777777778,86.84197480168002
2020-03-04,0,12.572222222222223,9.458333333333334,82.81164963741648
2020-03-05,0,10.458333333333334,8.676388888888889,89.01862971178858
2020-03-06,0,7.526388888888889,0.2777777777777777,57.333432662131045
2020-03-07,0,5.341666666666667,-4.069444444444445,55.71552686399461
2020-03-08,0,6.926388888888889,-2.0416666666666665,61.12125203807767
2020-03-09,0,13.275,3.113888888888889,51.94544724605473
2020-03-10,0,14.975,11.045833333333334,79.28329637673937
2020-03-11,0,16.194444444444443,14.13768115942029,88.02033712221586
2020-03-12,0,17.02638888888889,14.584722222222222,87.15595162479038
2020-03-13,0,18.225,14.57638888888889,80.54738674782892
2020-03-14,0,14.534722222222221,9.786111111111111,73.85267149196184
2020-03-15,0,14.929166666666667,13.955555555555556,94.06206531160713
2020-03-16,0,11.304166666666667,10.066666666666666,92.20623317280686
2020-03-17,0,14.822222222222223,12.3625,86.42924456655855
2020-03-18,0,17.122222222222224,14.415277777777778,85.68017840052201
2020-03-19,0,19.50625,15.505555555555555,79.61126391953349
2020-03-20,0,20.544444444444444,16.441666666666666,78.06701698727541
