date,dailyCases,air_temp,dew_point,RH
2020-01-23,0,NaN,NaN,NaN
2020-01-24,0,NaN,NaN,NaN
2020-01-25,0,NaN,NaN,NaN
2020-01-26,0,NaN,NaN,NaN
2020-01-27,0,NaN,NaN,NaN
2020-01-28,0,6.008333333333333,-2.3666666666666667,55.42660450825264
2020-01-29,0,2.0902777777777777,-2.7555555555555555,71.79403896799974
2020-01-30,0,3.5902777777777777,0.7180555555555556,82.08111458072923
2020-01-31,0,3.8583333333333334,0.525,79.23452152626459
2020-02-01,0,2.311111111111111,0.9416666666666667,90.85838123066983
2020-02-02,0,5.120289855072464,-1.260144927536232,67.7309447284396
2020-02-03,0,8.693055555555555,-1.0625,53.21527078617389
2020-02-04,0,11.090277777777777,4.743055555555555,67.18420959358521
2020-02-05,0,11.842361111111112,11.152777777777779,95.58923135698089
2020-02-06,0,12.206666666666667,11.355555555555556,94.60154253020808
2020-02-07,0,-1.0518518518518518,-6.037037037037037,69.33251104256604
2020-02-08,0,-1.1659722222222222,-5.924305555555556,71.29790617423782
2020-02-09,0,3.290277777777778,-3.433333333333333,68.79918214254354
2020-02-10,0,5.520833333333333,-0.6027777777777777,66.427278706779
2020-02-11,0,10.106944444444444,9.383333333333333,95.32108233963935
2020-02-12,0,6.716666666666667,3.85,82.30731958340304
2020-02-13,0,11.090972222222222,8.593055555555555,85.02356433821689
2020-02-14,0,0.09861111111111111,-7.541666666666667,58.07398671485474
2020-02-15,0,-1.5449275362318842,-10.859420289855073,53.62818182305463
2020-02-16,0,3.363888888888889,-4.891666666666667,57.39014441390107
2020-02-17,0,7.457971014492753,-1.3072463768115943,56.96471812885085
2020-02-18,0,8.052777777777777,2.7527777777777778,71.28768253581806
2020-02-19,0,5.834027777777778,-1.2055555555555555,65.18198027943212
2020-02-20,0,1.527777777777778,-6.235416666666667,60.14975385311936
2020-02-21,0,-1.3798611111111112,-11.640277777777778,48.8885829221166
2020-02-22,0,-0.29027777777777763,-12.601388888888888,46.34730238409389
2020-02-23,0,2.6645833333333333,-9.089583333333334,44.9634573278994
2020-02-24,0,3.3069444444444445,-1.472222222222222,72.5440774929229
2020-02-25,0,9.015277777777778,6.638888888888888,86.00197481617323
2020-02-26,0,8.452777777777778,5.447222222222222,82.71958470723386
2020-02-27,0,-0.19305555555555554,-7.9,58.30478269955075
2020-02-28,0,-0.8681159420289855,-7.1,64.25277988296233
2020-02-29,0,-0.6208333333333333,-7.295833333333333,64.2082045379345
2020-03-01,0,1.323611111111111,-9.6875,49.25460446478577
2020-03-02,0,6.2347222222222225,-0.46805555555555556,63.01818512279506
2020-03-03,0,10.343055555555555,7.620833333333333,84.11416792395887
2020-03-04,0,9.141666666666667,-5.608333333333333,39.256265402986216
2020-03-05,0,9.3125,-4.73125,40.3570147465435
2020-03-06,0,4.381944444444445,-2.911111111111111,60.28832750819887
2020-03-07,0,1.304861111111111,-7.4222222222222225,54.25179713846155
2020-03-08,0,4.740277777777778,-10.290277777777778,42.88512346481949
2020-03-09,0,8.244444444444445,-7.329166666666667,36.52963385000749
2020-03-10,0,12.215277777777779,5,64.12546787222826
2020-03-11,0,13.046376811594202,9.156521739130435,80.62930023435241
2020-03-12,0,11.916666666666666,5.940277777777777,70.64974643815297
2020-03-13,0,15.715277777777779,8.540277777777778,66.64367504007403
2020-03-14,0,9.005555555555556,-3.826388888888889,43.69429351447202
2020-03-15,0,7.776388888888889,5.644444444444444,86.84020054108757
2020-03-16,0,8.205555555555556,4.247222222222222,77.54262418568712
2020-03-17,0,9.625694444444445,8.359027777777778,91.96947436543788
2020-03-18,0,12.568055555555555,9.368055555555555,83.21509277718366
2020-03-19,0,17.945098039215686,12.654901960784313,73.65528191393776
2020-03-20,0,16.688194444444445,12.370138888888889,76.30341449972103
2020-03-21,0,11.372222222222222,8.908333333333333,85.28549863518656
2020-03-22,0,8.243055555555555,2.6708333333333334,69.69603278158316
2020-03-23,0,8.799242424242424,6.370454545454545,85.59564130029506
2020-03-24,0,10.658333333333333,8.866666666666667,89.1530981628495
2020-03-25,0,11.374305555555555,6.549305555555556,75.03184642305557
2020-03-26,0,11.868055555555555,2.345833333333333,58.74387062659201
2020-03-27,0,17.620833333333334,8.102777777777778,55.38874116620194
2020-03-28,0,20.694444444444446,11.684722222222222,58.233112488808665
2020-03-29,0,17.05263157894737,10.849122807017544,70.34411120124966
2020-03-30,0,NaN,NaN,NaN
2020-03-31,0,5.516666666666667,3.07,84.4961139047352
2020-04-01,0,3.8203703703703704,0.9685185185185186,82.14380753986434
2020-04-02,0,NaN,NaN,NaN
2020-04-03,0,15.733333333333334,-10.959999999999999,15.595619907728695
2020-04-04,0,19.738888888888887,-2.0666666666666664,23.013364488461384
2020-04-05,0,15.10138888888889,1.7152777777777777,42.611352315676754
2020-04-06,1,15.970833333333333,6.013888888888889,54.289323827194046
2020-04-07,0,15.909722222222221,8.38888888888889,63.21473231961077
2020-04-08,0,16.57638888888889,11.919444444444444,74.70905490526012
2020-04-09,0,13.1625,4.026388888888889,65.50164439528282
2020-04-10,0,6.572222222222222,-9.704166666666667,33.51810234066461
2020-04-11,0,7.084722222222222,-9.748611111111112,37.053938463727235
2020-04-12,0,11.238888888888889,0.7263888888888891,51.64744909449548
2020-04-13,0,14.609722222222222,10.759722222222223,79.20179960903525
2020-04-14,1,7.919444444444444,0.8319444444444445,61.77564836619026
2020-04-15,0,4.954166666666667,-8.640277777777778,42.40590462130283
2020-04-16,0,6.531944444444444,-8.733333333333333,37.190116465192425
2020-04-17,0,9.934722222222222,-4.926388888888889,41.5393930988877
2020-04-18,0,10.590277777777779,1.4111111111111112,55.93897823047283
2020-04-19,0,8.369444444444444,-2.177777777777778,58.087354373440796
2020-04-20,0,12.126388888888888,3.2333333333333334,58.39963781738742
2020-04-21,0,12.070833333333333,2.0305555555555554,56.51732253581165
2020-04-22,0,10.697222222222223,-8.998611111111112,25.242902334475637
2020-04-23,0,11.990277777777777,5.381944444444445,65.67472353757901
